review_text,rating,review_date,helpful_votes,verified_purchase,sentiment_score,sentiment_label,aspects,strength_mentioned,weakness_mentioned,product_id,brand
Okay for the price. Liked the smooth wheels but handle wobble is a concern. Time will tell.,3,2025-11-13,36,True,0.377,neutral,"{""wheels"": ""neutral"", ""handle"": ""neutral"", ""price"": ""neutral""}",smooth wheels,handle wobble,P0002,Safari
Value for money purchase. durable build is top notch. Already recommended to 3 friends.,5,2024-12-30,21,True,1.0,positive,"{""durability"": ""positive"", ""price"": ""positive""}",durable build,,P0002,Safari
Great product! The smooth wheels is exactly what I needed. My family loves it.,4,2024-05-14,37,True,0.656,positive,"{""wheels"": ""positive""}",smooth wheels,,P0003,Safari
Purchased as a gift and the recipient loved it. durable build is genuinely impressive for this price.,5,2026-02-11,0,True,0.862,positive,"{""durability"": ""positive"", ""price"": ""positive""}",durable build,,P0003,Safari
Average experience. spacious compartments works fine but not blown away. Expected more from Safari.,3,2025-05-08,7,False,0.527,neutral,"{""size"": ""neutral""}",spacious compartments,colour fading,P0003,Safari
Purchased as a gift and the recipient loved it. spacious compartments is genuinely impressive for this price.,5,2025-08-16,32,True,1.0,positive,"{""size"": ""positive"", ""price"": ""positive""}",spacious compartments,,P0003,Safari
Purchased as a gift and the recipient loved it. smooth wheels is genuinely impressive for this price.,5,2026-02-24,27,False,0.855,positive,"{""wheels"": ""positive"", ""price"": ""positive""}",smooth wheels,,P0003,Safari
"It is okay. smooth wheels is fine, lock quality is a minor issue. Gets the job done.",3,2024-08-29,25,True,0.504,neutral,"{""wheels"": ""neutral"", ""durability"": ""neutral""}",smooth wheels,lock quality,P0003,Safari
Really happy with this Safari luggage. The durable build is excellent. Bought for a trip to Goa and it handled everything perfectly.,5,2025-10-15,39,True,0.918,positive,"{""handle"": ""positive"", ""durability"": ""positive""}",durable build,,P0003,Safari
Purchased as a gift and the recipient loved it. smooth wheels is genuinely impressive for this price.,5,2025-08-02,27,True,1.0,positive,"{""wheels"": ""positive"", ""price"": ""positive""}",smooth wheels,,P0003,Safari
The good zippers is outstanding. Packaging was good too. 5 stars.,4,2025-10-18,4,True,0.652,positive,"{""zipper"": ""positive""}",good zippers,,P0003,Safari
The spacious compartments is outstanding. Packaging was good too. 5 stars.,5,2024-06-17,9,True,1.0,positive,"{""size"": ""positive""}",spacious compartments,,P0003,Safari
"Delivered on time, product is solid. The spacious compartments impressed me. Would recommend to everyone.",5,2024-06-06,4,True,0.966,positive,"{""size"": ""positive""}",spacious compartments,,P0003,Safari
Excellent quality. good zippers is better than expected. Highly recommend.,5,2024-09-07,41,True,1.0,positive,"{""zipper"": ""positive"", ""durability"": ""positive""}",good zippers,,P0003,Safari
Excellent quality. smooth wheels is better than expected. Highly recommend.,4,2025-01-11,40,True,0.641,positive,"{""wheels"": ""positive"", ""durability"": ""positive""}",smooth wheels,,P0003,Safari
Great product! The durable build is exactly what I needed. My family loves it.,4,2025-01-01,2,False,0.702,positive,"{""durability"": ""positive""}",durable build,,P0003,Safari
Disappointed with this purchase. The lock quality started showing after just 2 trips. Expected better from Safari.,2,2024-11-05,24,True,0.134,negative,"{""durability"": ""negative""}",,lock quality,P0003,Safari
Value for money purchase. durable build is top notch. Already recommended to 3 friends.,4,2024-12-07,32,True,0.877,positive,"{""durability"": ""positive"", ""price"": ""positive""}",durable build,,P0003,Safari
Great product! The durable build is exactly what I needed. My family loves it.,5,2025-10-14,2,True,1.0,positive,"{""durability"": ""positive""}",durable build,,P0003,Safari
"Delivered on time, product is solid. The good zippers impressed me. Would recommend to everyone.",5,2025-06-23,24,True,0.927,positive,"{""zipper"": ""positive""}",good zippers,,P0003,Safari
The durable build is outstanding. Packaging was good too. 5 stars.,4,2026-01-02,35,True,0.798,positive,"{""durability"": ""positive""}",durable build,,P0003,Safari
Great product! The spacious compartments is exactly what I needed. My family loves it.,5,2025-11-15,22,True,1.0,positive,"{""size"": ""positive""}",spacious compartments,,P0003,Safari
Great product! The good zippers is exactly what I needed. My family loves it.,4,2025-03-19,41,True,0.767,positive,"{""zipper"": ""positive""}",good zippers,,P0003,Safari
Do not buy! The lock quality is terrible. Safari should improve quality control.,2,2025-04-03,1,True,0.259,negative,"{""durability"": ""negative""}",,lock quality,P0003,Safari
Excellent quality. spacious compartments is better than expected. Highly recommend.,4,2025-11-19,9,False,0.673,positive,"{""size"": ""positive"", ""durability"": ""positive""}",spacious compartments,,P0003,Safari
Quality is below par. lock quality within a month. Very frustrating experience.,3,2024-10-16,2,True,0.378,neutral,"{""durability"": ""neutral""}",,lock quality,P0003,Safari
Average product. The lock quality is a major issue. Would not buy again.,1,2025-10-05,44,True,0.119,negative,"{""durability"": ""negative""}",,lock quality,P0003,Safari
Average product. The lock quality is a major issue. Would not buy again.,1,2025-03-31,43,True,0.12,negative,"{""durability"": ""negative""}",,lock quality,P0003,Safari
"It is okay. smooth wheels is fine, lock quality is a minor issue. Gets the job done.",3,2025-08-12,34,True,0.54,neutral,"{""wheels"": ""neutral"", ""durability"": ""neutral""}",smooth wheels,lock quality,P0003,Safari
Average experience. good zippers works fine but not blown away. Expected more from Safari.,3,2024-05-14,36,True,0.452,neutral,"{""zipper"": ""neutral""}",good zippers,handle wobble,P0003,Safari
Purchased as a gift and the recipient loved it. smooth wheels is genuinely impressive for this price.,5,2025-09-16,38,False,0.955,positive,"{""wheels"": ""positive"", ""price"": ""positive""}",smooth wheels,,P0003,Safari
Great product! The good zippers is exactly what I needed. My family loves it.,5,2024-10-27,7,True,1.0,positive,"{""zipper"": ""positive""}",good zippers,,P0003,Safari
"Delivered on time, product is solid. The smooth wheels impressed me. Would recommend to everyone.",5,2026-01-05,14,True,1.0,positive,"{""wheels"": ""positive""}",smooth wheels,,P0003,Safari
Disappointed with this purchase. The colour fading started showing after just 2 trips. Expected better from Safari.,1,2025-03-22,15,True,0.116,negative,"{""design"": ""negative""}",,colour fading,P0003,Safari
The spacious compartments is outstanding. Packaging was good too. 5 stars.,5,2024-06-12,21,True,1.0,positive,"{""size"": ""positive""}",spacious compartments,,P0003,Safari
"Delivered on time, product is solid. The smooth wheels impressed me. Would recommend to everyone.",5,2024-12-14,28,True,1.0,positive,"{""wheels"": ""positive""}",smooth wheels,,P0003,Safari
Not worth the price. colour fading is a real problem. Customer care was unhelpful.,3,2024-09-24,38,True,0.375,neutral,"{""design"": ""neutral"", ""price"": ""neutral""}",,colour fading,P0003,Safari
Been using for 6 months now. smooth wheels still as good as day one. Very satisfied.,4,2025-08-07,26,True,0.648,positive,"{""wheels"": ""positive""}",smooth wheels,,P0003,Safari
Excellent quality. durable build is better than expected. Highly recommend.,5,2026-03-23,40,True,1.0,positive,"{""durability"": ""positive""}",durable build,,P0003,Safari
Purchased as a gift and the recipient loved it. spacious compartments is genuinely impressive for this price.,4,2025-04-12,15,True,0.782,positive,"{""size"": ""positive"", ""price"": ""positive""}",spacious compartments,,P0003,Safari
The durable build is outstanding. Packaging was good too. 5 stars.,4,2024-10-17,34,True,0.603,positive,"{""durability"": ""positive""}",durable build,,P0003,Safari
"It is okay. durable build is fine, colour fading is a minor issue. Gets the job done.",3,2026-02-23,40,True,0.38,neutral,"{""durability"": ""neutral"", ""design"": ""neutral""}",durable build,colour fading,P0003,Safari
Great product! The durable build is exactly what I needed. My family loves it.,4,2024-06-05,40,False,0.799,positive,"{""durability"": ""positive""}",durable build,,P0003,Safari
Really happy with this Safari luggage. The smooth wheels is excellent. Bought for a trip to Goa and it handled everything perfectly.,5,2025-04-27,41,True,0.852,positive,"{""wheels"": ""positive"", ""handle"": ""positive""}",smooth wheels,,P0003,Safari
Average product. The lock quality is a major issue. Would not buy again.,2,2025-11-21,4,True,0.148,negative,"{""durability"": ""negative""}",,lock quality,P0003,Safari
Okay for the price. Liked the durable build but colour fading is a concern. Time will tell.,3,2026-02-23,12,True,0.515,neutral,"{""durability"": ""neutral"", ""design"": ""neutral"", ""price"": ""neutral""}",durable build,colour fading,P0003,Safari
Purchased as a gift and the recipient loved it. smooth wheels is genuinely impressive for this price.,5,2024-09-29,30,True,1.0,positive,"{""wheels"": ""positive"", ""price"": ""positive""}",smooth wheels,,P0003,Safari
The spacious compartments is outstanding. Packaging was good too. 5 stars.,5,2026-02-19,41,True,1.0,positive,"{""size"": ""positive""}",spacious compartments,,P0003,Safari
Purchased as a gift and the recipient loved it. smooth wheels is genuinely impressive for this price.,5,2025-03-09,21,True,0.917,positive,"{""wheels"": ""positive"", ""price"": ""positive""}",smooth wheels,,P0003,Safari
Been using for 6 months now. good zippers still as good as day one. Very satisfied.,5,2025-01-29,5,True,1.0,positive,"{""zipper"": ""positive""}",good zippers,,P0003,Safari
Average experience. spacious compartments works fine but not blown away. Expected more from Safari.,3,2025-05-15,6,False,0.421,neutral,"{""size"": ""neutral""}",spacious compartments,lock quality,P0003,Safari
Purchased as a gift and the recipient loved it. smooth wheels is genuinely impressive for this price.,4,2025-01-09,22,True,0.698,positive,"{""wheels"": ""positive"", ""price"": ""positive""}",smooth wheels,,P0003,Safari
Purchased as a gift and the recipient loved it. smooth wheels is genuinely impressive for this price.,4,2026-02-09,4,True,0.824,positive,"{""wheels"": ""positive"", ""price"": ""positive""}",smooth wheels,,P0003,Safari
"Delivered on time, product is solid. The spacious compartments impressed me. Would recommend to everyone.",5,2024-05-14,28,False,1.0,positive,"{""size"": ""positive""}",spacious compartments,,P0003,Safari
Purchased as a gift and the recipient loved it. smooth wheels is genuinely impressive for this price.,5,2026-03-06,38,True,1.0,positive,"{""wheels"": ""positive"", ""price"": ""positive""}",smooth wheels,,P0003,Safari
Excellent quality. smooth wheels is better than expected. Highly recommend.,5,2024-08-29,8,True,1.0,positive,"{""wheels"": ""positive"", ""durability"": ""positive""}",smooth wheels,,P0003,Safari
Great product! The smooth wheels is exactly what I needed. My family loves it.,4,2025-09-30,31,True,0.77,positive,"{""wheels"": ""positive""}",smooth wheels,,P0003,Safari
Returned it after first use. The colour fading made it unusable. Waste of money.,2,2025-09-01,39,True,0.128,negative,"{""design"": ""negative"", ""price"": ""negative""}",,colour fading,P0003,Safari
Disappointed with this purchase. The handle wobble started showing after just 2 trips. Expected better from Safari.,1,2026-01-23,28,True,0.0,negative,"{""handle"": ""negative""}",,handle wobble,P0003,Safari
The durable build is outstanding. Packaging was good too. 5 stars.,5,2024-04-12,4,True,0.93,positive,"{""durability"": ""positive""}",durable build,,P0003,Safari
"Delivered on time, product is solid. The smooth wheels impressed me. Would recommend to everyone.",5,2024-11-04,14,False,0.923,positive,"{""wheels"": ""positive""}",smooth wheels,,P0003,Safari
Excellent quality. spacious compartments is better than expected. Highly recommend.,4,2024-09-18,36,True,0.892,positive,"{""size"": ""positive"", ""durability"": ""positive""}",spacious compartments,,P0003,Safari
Disappointed with this purchase. The lock quality started showing after just 2 trips. Expected better from Safari.,1,2025-02-25,45,True,0.0,negative,"{""durability"": ""negative""}",,lock quality,P0003,Safari
